,filename,mean_difference
0,0.0,0.597962071330481
1,0.5,0.6045019944746219
2,1.0,0.6326607452016956
3,1.5,0.6251126426657266
4,2.0,0.6406320601280157
5,2.5,0.6209135572886837
6,3.0,0.5881687151021255
7,3.5,0.6169262389952481
8,4.0,0.525557243485833
9,4.5,0.552159200945854
10,5.0,0.524186847960862
11,5.5,0.4755013075248161
12,6.0,0.5144599876212618
13,6.5,0.45117130831142094
14,7.0,0.4538890279850847
15,7.5,0.4806603051909278
16,8.0,0.4737128078649728
17,8.5,0.4191033679695207
18,9.0,0.49542854123276275
19,9.5,0.4531944377767239
