,filename,total_row_number,all_row_mismatch,race_mismatch,age_mismatch,sex_mismatch
0,swap_0.01.csv,1106,5,5,0,0
1,swap_0.060000000000000005.csv,1106,42,42,0,0
2,swap_0.11.csv,1106,42,42,0,0
3,swap_0.16000000000000003.csv,1106,59,59,0,0
4,swap_0.21000000000000002.csv,1106,76,76,0,0
5,swap_0.26.csv,1106,85,85,0,0
6,swap_0.31000000000000005.csv,1106,87,87,0,0
7,swap_0.36000000000000004.csv,1106,103,103,0,0
8,swap_0.41000000000000003.csv,1106,111,111,0,0
9,swap_0.46.csv,1106,111,111,0,0
10,swap_0.51.csv,1106,134,134,0,0
11,swap_0.56.csv,1106,127,127,0,0
12,swap_0.6100000000000001.csv,1106,144,144,0,0
13,swap_0.66.csv,1106,149,149,0,0
14,swap_0.7100000000000001.csv,1106,178,178,0,0
15,swap_0.76.csv,1106,175,175,0,0
16,swap_0.81.csv,1106,181,181,0,0
17,swap_0.8600000000000001.csv,1106,200,200,0,0
18,swap_0.91.csv,1106,208,208,0,0
19,swap_0.9600000000000001.csv,1106,216,216,0,0
