,filename,mean_difference
0,0.0,0.48509562041219645
1,0.5,0.4737969746379684
2,1.0,0.4709453726577368
3,1.5,0.45580005764163367
4,2.0,0.4218054692238115
5,2.5,0.4073531393123785
6,3.0,0.40429959495875634
7,3.5,0.3624419176327756
8,4.0,0.3610060477874724
9,4.5,0.3227166520555302
10,5.0,0.3514494512841369
11,5.5,0.3399690765799073
12,6.0,0.3117241743074042
13,6.5,0.3362301685891748
14,7.0,0.32340330277038354
15,7.5,0.3473947278911565
16,8.0,0.35611845238095235
17,8.5,0.3375511921940494
18,9.0,0.35815799319727887
19,9.5,0.3816636054421769
