,filename,dkl
0,0.01,3.309525587024695
1,0.06,1.893883103563418
2,0.11,1.2691006775298448
3,0.16,0.9519704821997803
4,0.21,0.7651657119765796
5,0.26,0.6560262219458592
6,0.31,0.5505767499243387
7,0.36,0.4831928916595145
8,0.41,0.43010953977956135
9,0.46,0.37183469258990287
10,0.51,0.33951690130268175
11,0.56,0.2987974568085757
12,0.61,0.2741788089679948
13,0.66,0.25169089227363645
14,0.71,0.22596306217868328
15,0.76,0.21677363165753832
16,0.81,0.19724640321838094
17,0.86,0.1836710197731809
18,0.91,0.16849811804364886
19,0.96,0.1652883579815241
20,1.01,0.1461178426671759
21,1.06,0.1396821170967467
22,1.11,0.13148432849658354
23,1.16,0.12236787136002425
24,1.21,0.11592049307120438
25,1.26,0.10951382592879245
26,1.31,0.1056850558908117
27,1.36,0.10124257944510733
28,1.41,0.0927232928092273
29,1.46,0.08873976140981821
30,1.51,0.0891122042652473
31,1.56,0.07609039618564897
32,1.61,0.0733233450193043
33,1.66,0.07364042035286018
34,1.71,0.06923403555253396
35,1.76,0.06498223915279656
36,1.81,0.06230007763041102
37,1.86,0.058075993544622555
38,1.91,0.05693171870716282
39,1.96,0.05232207896910327
40,2.01,0.05206147902058234
41,2.06,0.048926841596698356
42,2.11,0.044359251336240524
43,2.16,0.0
44,2.21,0.042557790313425464
45,2.26,0.039836421715469805
46,2.31,0.037941576082973626
47,2.36,0.03680190938276562
48,2.41,0.034479504246086284
49,2.46,0.03301716111219241
50,2.51,0.03232663751439315
51,2.56,0.030296263811381258
52,2.61,0.028850789097037487
53,2.66,0.027985603227175547
54,2.71,0.02604281711915767
55,2.76,0.025336979586356966
56,2.81,0.02350976476972886
57,2.86,0.022741293527788548
58,2.91,0.02215360387296348
59,2.96,0.02012286730008469
60,3.01,0.020109858885857416
61,3.06,0.018323177658966003
62,3.11,0.017782924104697558
63,3.16,0.017533078405616787
64,3.21,0.015222732239554521
65,3.26,0.01480844991741041
66,3.31,0.014019456605167686
67,3.36,0.013266831901256746
68,3.41,0.013224896522339982
69,3.46,0.012460030130914354
70,3.51,0.012035823033761866
71,3.56,0.011312955640011136
72,3.61,0.0103287370199859
73,3.66,0.010251001898795282
74,3.71,0.009132664127134135
75,3.76,0.009126561092963247
76,3.81,0.00847123088041305
77,3.86,0.008441917908922231
78,3.91,0.008447268340341102
79,3.96,0.0082022522300701
80,4.01,0.007278870385792418
81,4.06,0.0070861541098523675
82,4.11,0.0071550713101602645
83,4.16,0.006135946605566257
84,4.21,0.006428850515542238
85,4.26,0.005928757867151771
86,4.31,0.005266089752486774
87,4.36,0.005304455187939181
88,4.41,0.005603816010027858
89,4.46,0.005227162404978931
90,4.51,0.004135191321602322
91,4.56,0.004651833509152672
92,4.61,0.004082690576656909
93,4.66,0.003699939241907071
94,4.71,0.003580969594262444
95,4.76,0.0034244978002444305
96,4.81,0.0035286905678631243
97,4.86,0.002741782841845094
98,4.91,0.003121162171135838
99,4.96,0.002635707237178475
100,5.01,0.0029609358530882533
101,5.06,0.003119875905530304
102,5.11,0.0024642283472259482
103,5.16,0.002051274807852225
104,5.21,0.0020554453690799046
105,5.26,0.0025069814075356573
106,5.31,0.0021713097322363407
107,5.36,0.002126689665036636
108,5.41,0.0020342700737872306
109,5.46,0.0019336584042696275
110,5.51,0.0016846091954456708
111,5.56,0.0013538387116974067
112,5.61,0.0012486722000057413
113,5.66,0.0011827244070881878
114,5.71,0.0012437991794561334
115,5.76,0.0012348650682457445
116,5.81,0.0010651551647494885
117,5.86,0.0011817302872647673
118,5.91,0.0008018415009205042
119,5.96,0.00115088761934362
120,6.01,0.0013290104622482185
121,6.06,0.0009916605873272445
122,6.11,0.001066619677993241
123,6.16,0.0007181435957908022
124,6.21,0.000806808897532199
125,6.26,0.0006636791506587447
126,6.31,0.0004806804001635158
127,6.36,0.0005946627388354953
128,6.41,0.0006063635104018068
129,6.46,0.00045600564252669515
130,6.51,0.0004059172082147254
131,6.56,0.00047551575220733904
132,6.61,0.0007024444991989013
133,6.66,0.0004121955402217831
134,6.71,0.0003862650329058793
135,6.76,0.0007104487080918363
136,6.81,0.0004939851343362619
137,6.86,0.00034400999238944145
138,6.91,0.0003492344147231131
139,6.96,0.0004216143603137761
140,7.01,0.00043685379688115336
141,7.06,0.00044930951922616505
142,7.11,0.00020211657650607
143,7.16,0.00029420725839714737
144,7.21,0.00038073718576324135
145,7.26,0.00025411953127244956
146,7.31,0.0002883999741982113
147,7.36,0.0002820792202942471
148,7.41,0.0003045288536489282
149,7.46,0.00021352339811164334
150,7.51,0.0002842158575001253
151,7.56,0.00011873589063996683
152,7.61,0.00034285917561933043
153,7.66,0.00014040275968129354
154,7.71,0.00012523472702670072
155,7.76,0.00013527445742447317
156,7.81,0.00017159878508046363
157,7.86,0.00012437565971335187
158,7.91,0.00019520729577486706
159,7.96,7.570473391204417e-05
160,8.01,0.00018417384414634184
161,8.06,0.0001465494198393351
162,8.11,2.4063493309826365e-05
163,8.16,0.00011920407462231778
164,8.21,0.00012247330781249465
165,8.26,0.00010152281974965461
166,8.31,0.00012168755686641746
167,8.36,5.364232681425625e-05
168,8.41,4.752623654325858e-05
169,8.46,6.412756640817454e-05
170,8.51,0.00013179348104100705
171,8.56,7.451126982597232e-05
172,8.61,2.0383103013030375e-05
173,8.66,6.008762259129283e-06
174,8.71,0.00014805017222418684
175,8.76,8.072369784549456e-05
176,8.81,4.7233818287994134e-05
177,8.86,0.00012982443687419763
178,8.91,7.116725646864891e-05
179,8.96,3.379875091595286e-05
