,filename,mean_difference
0,dprun_1.0.csv,3.0844247549796284
1,dprun_1.1.csv,2.9023751696685935
2,dprun_1.20.csv,2.44198103722231
3,dprun_1.30.csv,2.3479838951107768
4,dprun_1.40.csv,2.316612143950139
5,dprun_1.50.csv,2.1786569830594065
6,dprun_1.60.csv,2.024461967686853
7,dprun_1.70.csv,1.5081753360751442
8,dprun_1.80.csv,1.4703342054708552
9,dprun_1.90.csv,1.4704571746020447
10,dprun_2.00.csv,1.1219536614807244
11,dprun_2.10.csv,1.1741431559516324
12,dprun_2.20.csv,1.1347500413756952
13,dprun_2.30.csv,0.9990372101653728
14,dprun_2.40.csv,0.7478927061851156
15,dprun_2.50.csv,0.7488267166112261
16,dprun_2.60.csv,0.8255427135564852
17,dprun_2.70.csv,0.8120102981704883
18,dprun_2.80.csv,0.5913918642673847
19,dprun_2.90.csv,0.3878955968352253
20,dprun_3.00.csv,0.6521653327594398
21,dprun_3.10.csv,0.5521123987001535
22,dprun_3.20.csv,0.3950023031999652
23,dprun_3.30.csv,0.46744382366780146
24,dprun_3.40.csv,0.30729978823552007
25,dprun_3.50.csv,0.35284769281780065
26,dprun_3.60.csv,0.23750511900666696
27,dprun_3.70.csv,0.15620648844333057
28,dprun_3.80.csv,0.24081403785551325
29,dprun_3.90.csv,0.15378110308450865
30,dprun_4.00.csv,0.4073434092330217
31,dprun_4.10.csv,0.13328899920524775
32,dprun_4.20.csv,0.08053118908382066
33,dprun_4.30.csv,0.11908334618380524
34,dprun_4.40.csv,0.17955406603052593
35,dprun_4.50.csv,0.18517258183773608
36,dprun_4.60.csv,0.1468037910869127
37,dprun_4.70.csv,0.05512555899552803
38,dprun_4.80.csv,0.062496519075466446
39,dprun_4.90.csv,0.10411445279866333
40,dprun_5.00.csv,0.04035097604276638
41,dprun_5.10.csv,0.07544801546349535
42,dprun_5.20.csv,0.07023277147116157
43,dprun_5.30.csv,0.06273946360153257
44,dprun_5.40.csv,0.09855817705182496
45,dprun_5.50.csv,0.05863003095975232
46,dprun_5.60.csv,0.05643704850361197
47,dprun_5.70.csv,0.023907808737530102
48,dprun_5.80.csv,0.031217750257997934
49,dprun_5.90.csv,0.018274853801169593
50,dprun_6.00.csv,0.03837719298245614
51,dprun_6.10.csv,0.019005847953216373
52,dprun_6.20.csv,0.01510721247563353
53,dprun_6.30.csv,0.06469298245614036
54,dprun_6.40.csv,0.044590643274853806
55,dprun_6.50.csv,0.0019779841761265906
56,dprun_6.60.csv,0.009868421052631578
57,dprun_6.70.csv,0.04203646370829033
58,dprun_6.80.csv,0.01864035087719298
59,dprun_6.90.csv,0.02566219470244238
60,orig_data.csv,0.0
