Not Hispanic - White alone,Not Hispanic - Black or African American alone,Not Hispanic - American Indian and Alaska Native alone,Not Hispanic - Asian alone,Not Hispanic - Native Hawaiian and Other Pacific Islander alone,Not Hispanic - Some Other Race alone,Not Hispanic - Two races including Some other race,"Not Hispanic - Two races excluding Some other race, and three or more races",Hispanic - White alone,Hispanic - Black or African American alone,Hispanic - American Indian and Alaska Native alone,Hispanic - Asian alone,Hispanic - Native Hawaiian and Other Pacific Islander alone,Hispanic - Some Other Race alone,Hispanic - Two races including Some other race,"Hispanic - Two races excluding Some other race, and three or more races"
0.49722669,0.822185903,0.911864594,0.921885688,0.680735931,0.020012574,0.078164076,0.614435842,0.50277331,0.177814097,0.088135406,0.078114312,0.319264069,0.979987426,0.921835924,0.385564158
