,filename,mean_difference
0,0.01,0.19522121369591602
1,0.060000000000000005,0.30836347777764633
2,0.11,0.4129208329421367
3,0.16000000000000003,0.5112011996901876
4,0.21000000000000002,0.5889249662092836
5,0.26,0.6349940494268735
6,0.31000000000000005,0.6309690014998605
7,0.36000000000000004,0.622838099223548
8,0.41000000000000003,0.6310402239127743
9,0.46,0.6356561481470696
10,0.51,0.6326745238990381
11,0.56,0.6413767401652809
12,0.6100000000000001,0.6339368781489553
13,0.66,0.6424893833189771
14,0.7100000000000001,0.639449699018654
15,0.76,0.6458170907567257
16,0.81,0.647606959961963
17,0.8600000000000001,0.6470542332934184
18,0.91,0.6557897893703807
19,0.9600000000000001,0.6523483766520797
