,filename,dkl
0,0.01,0.009860240890547855
1,0.06,0.06529328523945764
2,0.11,0.14763170492822675
3,0.16,0.21410231164059465
4,0.21,0.3779852889657719
5,0.26,0.6140464861738387
6,0.31,1.010647865573886
7,0.36,0.9426229077147823
8,0.41,0.9540680749272448
9,0.46,0.8558075915533072
10,0.51,0.9685853329137075
11,0.56,0.9352560520024588
12,0.61,0.9415014646829059
13,0.66,0.9236931220845042
14,0.71,0.9141696964203261
15,0.76,0.9421573917707717
16,0.81,0.9366696082030996
17,0.86,0.9190314009442503
18,0.91,0.9163863416630311
19,0.96,0.8978268289624491
