,filename,mean_difference
0,0.01,0.2904211727426013
1,0.060000000000000005,0.6128484093067426
2,0.11,0.5763269424578947
3,0.16000000000000003,0.5637087669825764
4,0.21000000000000002,0.5390514589026493
5,0.26,0.5516216543597496
6,0.31000000000000005,0.5426822659263135
7,0.36000000000000004,0.5526828110161444
8,0.41000000000000003,0.5689885555361746
9,0.46,0.5664782472818185
10,0.51,0.5779004593290308
11,0.56,0.568116205884063
12,0.6100000000000001,0.5882191279289494
13,0.66,0.5754281620055429
14,0.7100000000000001,0.5736711073318216
15,0.76,0.5796742724867723
16,0.81,0.5957832839926093
17,0.8600000000000001,0.5700063775510203
18,0.91,0.5979686318972032
19,0.9600000000000001,0.5852763605442176
