,filename,mean_difference
0,0.01,0.2795601851851852
1,0.060000000000000005,0.4387294238683127
2,0.11,0.5768936246366801
3,0.16000000000000003,0.5918859766776433
4,0.21000000000000002,0.6104309656392989
5,0.26,0.606642331433998
6,0.31000000000000005,0.5986214171630838
7,0.36000000000000004,0.5977998467581801
8,0.41000000000000003,0.5937067253733921
9,0.46,0.5894239402572736
10,0.51,0.5813886730553398
11,0.56,0.5888079667246335
12,0.6100000000000001,0.5830405011655011
13,0.66,0.5785153349736682
14,0.7100000000000001,0.5788952328535661
15,0.76,0.5704005870672538
16,0.81,0.5723975895503673
17,0.8600000000000001,0.5745074130849993
18,0.91,0.5721973628223628
19,0.9600000000000001,0.5732267154142153
