,filename,mean_difference
0,1.0,0.0032620140325365647
1,6.0,-0.0017572836529852727
2,11.0,-0.001246789210526207
3,16.0,0.007972196636442334
4,21.0,0.0031461491281677832
5,26.0,-1.4085418896903763e-06
6,31.0,0.0015048375476369488
7,36.0,0.0049586116092586365
8,41.0,0.0010513228793726129
9,46.0,0.0008712729443664396
10,51.0,0.0017033542442174898
11,56.0,0.0017158959056077746
12,61.0,0.0006846129260621419
13,66.0,0.002068186485605339
14,71.0,-0.00029948025950631425
15,76.0,0.0015409242370834006
16,81.0,-9.026660632064292e-05
17,86.0,0.0009484002410844894
18,91.0,0.0011870725317805807
19,96.0,0.0016669664905000945
