id,All ages M & F,M 0 to 4 years old,M 5 to 9 years,M 10 to 14 years,M 15 to 19 years,M 20 to 24 years,M 25 to 29 years,M 30 to 34 years,M 35 to 39 years,M 40 to 44 years,M 45 to 49 years,M 50 to 54 years,M 55 to 59 years,M 60 to 64 years,M 65 to 69 years,M 70 to 74 years,M 75 to 79 years,M 80 to 84 years,M 85 years and over,F 0 to 4 years old,F 5 to 9 years,F 10 to 14 years,F 15 to 19 years,F 20 to 24 years,F 25 to 29 years,F 30 to 34 years,F 35 to 39 years,F 40 to 44 years,F 45 to 49 years,F 50 to 54 years,F 55 to 59 years,F 60 to 64 years,F 65 to 69 years,F 70 to 74 years,F 75 to 79 years,F 80 to 84 years,F 85 years and over
0,100,3.51,4.24,1.78,4.40,10.22,4.56,2.83,2.72,2.36,3.30,3.04,3.14,1.99,1.73,0.79,0.79,0.73,0.37,2.76,2.57,2.09,3.43,7.86,3.76,2.71,2.33,3.05,2.95,3.14,2.62,2.43,1.71,1.09,1.09,0.95,1.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
