,filename,dkl
0,0.01,0.0038866586838197993
1,0.06,0.02652766401935681
2,0.11,0.054549373598190724
3,0.16,0.08719730088840467
4,0.21,0.1263978438333353
5,0.26,0.1895551777081963
6,0.31,0.2493324567060337
7,0.36,0.34861691377304854
8,0.41,0.4966368994218661
9,0.46,0.6256041881543327
10,0.51,0.6136378060347103
11,0.56,0.6392813226522941
12,0.61,0.6515103955990427
13,0.66,0.661072621774685
14,0.71,0.676508429974294
15,0.76,0.7153987829986457
16,0.81,0.7110889605165033
17,0.86,0.7480001600729271
18,0.91,0.8077915899800644
19,0.96,0.8488239768435374
