,filename,mean_difference
0,0.01,0.1259833024997439
1,0.060000000000000005,0.2052863664015159
2,0.11,0.2670753941831281
3,0.16000000000000003,0.3183880027453505
4,0.21000000000000002,0.3609336317075563
5,0.26,0.41416303051689896
6,0.31000000000000005,0.46432001906824094
7,0.36000000000000004,0.5138823696527614
8,0.41000000000000003,0.564280910923696
9,0.46,0.5941234034755041
10,0.51,0.5909241633317996
11,0.56,0.593334379234832
12,0.6100000000000001,0.5951718106866959
13,0.66,0.5884619834600007
14,0.7100000000000001,0.5910705274867035
15,0.76,0.5965207240566723
16,0.81,0.5926591951993743
17,0.8600000000000001,0.6001438762919089
18,0.91,0.6033664605726387
19,0.9600000000000001,0.5995196986014915
