,filename,mean_difference
0,0.01,0.13820017910545865
1,0.060000000000000005,0.21485780077489777
2,0.11,0.27396856913795553
3,0.16000000000000003,0.3235238681711736
4,0.21000000000000002,0.36496083527395445
5,0.26,0.4174001708652591
6,0.31000000000000005,0.4669687236580601
7,0.36000000000000004,0.5158684618576919
8,0.41000000000000003,0.5653204442910865
9,0.46,0.5948435495695672
10,0.51,0.5900535285402854
11,0.56,0.5917907424243553
12,0.6100000000000001,0.592606682435251
13,0.66,0.5849344015822747
14,0.7100000000000001,0.5860071463508644
15,0.76,0.5912490981082839
16,0.81,0.5859684274106867
17,0.8600000000000001,0.5924084359607964
18,0.91,0.5941261355892973
19,0.9600000000000001,0.5899754966608163
