Not Hispanic - White alone,Not Hispanic - Black or African American alone,Not Hispanic - American Indian and Alaska Native alone,Not Hispanic - Asian alone,Not Hispanic - Native Hawaiian and Other Pacific Islander alone,Not Hispanic - Some Other Race alone,Not Hispanic - Two races including Some other race,"Not Hispanic - Two races excluding Some other race, and three or more races",Hispanic - White alone,Hispanic - Black or African American alone,Hispanic - American Indian and Alaska Native alone,Hispanic - Asian alone,Hispanic - Native Hawaiian and Other Pacific Islander alone,Hispanic - Some Other Race alone,Hispanic - Two races including Some other race,"Hispanic - Two races excluding Some other race, and three or more races"
0.893933666,0.935816959,0.511176375,0.984605078,0.921723973,0.147021905,0.224291206,0.798642842,0.106066334,0.064183041,0.488823625,0.015394922,0.078276027,0.852978095,0.775708794,0.201357158
