,filename,mean_difference
0,swap_0.01.csv,0.39285714285714285
1,swap_0.060000000000000005.csv,0.5
2,swap_0.11.csv,0.5
3,swap_0.16000000000000003.csv,0.5
4,swap_0.21000000000000002.csv,0.5
5,swap_0.26.csv,0.5
6,swap_0.31000000000000005.csv,0.5
7,swap_0.36000000000000004.csv,0.5
8,swap_0.41000000000000003.csv,0.5
9,swap_0.46.csv,0.5
10,swap_0.51.csv,0.5
11,swap_0.56.csv,0.5
12,swap_0.6100000000000001.csv,0.5
13,swap_0.66.csv,0.5
14,swap_0.7100000000000001.csv,0.5
15,swap_0.76.csv,0.5
16,swap_0.81.csv,0.5
17,swap_0.8600000000000001.csv,0.5
18,swap_0.91.csv,0.5
19,swap_0.9600000000000001.csv,0.5
