,filename,dkl
0,0.01,4.3728934393094985
1,0.06,2.9166728597322833
2,0.11,2.239992111845229
3,0.16,1.87268404485361
4,0.21,1.58189487587406
5,0.26,1.4309220696637532
6,0.31,1.2775703637330305
7,0.36,1.1506149127197236
8,0.41,1.062619511636494
9,0.46,0.9693083748734146
10,0.51,0.8920352789958516
11,0.56,0.8235702556691769
12,0.61,0.7485384293106004
13,0.66,0.7092563673465017
14,0.71,0.6573954490086493
15,0.76,0.6242388715969952
16,0.81,0.5975580159326093
17,0.86,0.5677371141609858
18,0.91,0.5187217523782804
19,0.96,0.4787019834604132
20,1.01,0.46213494447267306
21,1.06,0.43694662048452293
22,1.11,0.4152910964600264
23,1.16,0.4009784256239759
24,1.21,0.37944824687497586
25,1.26,0.36317686953482203
26,1.31,0.3547785265544554
27,1.36,0.32828135815834564
28,1.41,0.3020616050183466
29,1.46,0.29158867288325974
30,1.51,0.29067635726216184
31,1.56,0.27106211773771094
32,1.61,0.2594552379539724
33,1.66,0.2491198534861453
34,1.71,0.24072862303052575
35,1.76,0.22723151331036603
36,1.81,0.21144860649114552
37,1.86,0.2011925742500319
38,1.91,0.1991257171597034
39,1.96,0.19207215325707733
40,2.01,0.1790603800426952
41,2.06,0.18684899351828907
42,2.11,0.1680792087890691
43,2.16,0.0
44,2.21,0.15128839928260818
45,2.26,0.14607526652898625
46,2.31,0.13396810411366666
47,2.36,0.13953763047049303
48,2.41,0.12728807330665587
49,2.46,0.12178594178411588
50,2.51,0.11455869509743057
51,2.56,0.11048576895036426
52,2.61,0.10409217403476405
53,2.66,0.10029567171127743
54,2.71,0.09725655024226343
55,2.76,0.08926902889467629
56,2.81,0.0879982093978725
57,2.86,0.08438323957778665
58,2.91,0.08393139778966384
59,2.96,0.07855645353747692
60,3.01,0.07146536005022931
61,3.06,0.07051415060740313
62,3.11,0.06623569151635739
63,3.16,0.0628045704480141
64,3.21,0.06244738107553589
65,3.26,0.05625197881772562
66,3.31,0.05540614902217269
67,3.36,0.05059298292461734
68,3.41,0.048819601989989206
69,3.46,0.0471528032147478
70,3.51,0.04577672028718014
71,3.56,0.04384340257611928
72,3.61,0.04255413867185037
73,3.66,0.04002593198423081
74,3.71,0.03556961156858145
75,3.76,0.035272701169654745
76,3.81,0.03348090703862403
77,3.86,0.03366316497499416
78,3.91,0.031489036183437354
79,3.96,0.02909338518653096
80,4.01,0.03184386001161264
81,4.06,0.026177571285249095
82,4.11,0.027660713515824283
83,4.16,0.02396061702795936
84,4.21,0.023860422904595124
85,4.26,0.023400785817391852
86,4.31,0.021821551912990723
87,4.36,0.018549856543109165
88,4.41,0.020441204964223157
89,4.46,0.019725762400570727
90,4.51,0.01697075949055665
91,4.56,0.017150982632515074
92,4.61,0.014794046797728838
93,4.66,0.01356436607414391
94,4.71,0.015155598874499875
95,4.76,0.01330555892347318
96,4.81,0.014319605377061995
97,4.86,0.014388109202610662
98,4.91,0.011508951028740467
99,4.96,0.010102591250359281
100,5.01,0.009668937424770851
101,5.06,0.010346962150509287
102,5.11,0.010821661235051617
103,5.16,0.008262000870369908
104,5.21,0.007714811199505027
105,5.26,0.008320660114689434
106,5.31,0.007687355196873115
107,5.36,0.0076170727284270165
108,5.41,0.0063831514518326695
109,5.46,0.006246090799998416
110,5.51,0.006448234623818041
111,5.56,0.005718343994822568
112,5.61,0.0064769210482058205
113,5.66,0.005895352158995385
114,5.71,0.0060631772208475125
115,5.76,0.005575708908642063
116,5.81,0.005298806665821137
117,5.86,0.003552724720498312
118,5.91,0.004168226638606921
119,5.96,0.004093638422478551
120,6.01,0.005026431288656973
121,6.06,0.004203411635985027
122,6.11,0.004069715949406713
123,6.16,0.0036155167668213317
124,6.21,0.0034126477855441362
125,6.26,0.0032128171931457682
126,6.31,0.002887532164622215
127,6.36,0.0028765912239125616
128,6.41,0.002352488746871012
129,6.46,0.0029984911688887583
130,6.51,0.0022784360161511824
131,6.56,0.0034639581280326297
132,6.61,0.002420144939589873
133,6.66,0.0017234311875087103
134,6.71,0.001889929332658575
135,6.76,0.002058047679938607
136,6.81,0.0010155748291171649
137,6.86,0.0022660295780895217
138,6.91,0.0016325459903966623
139,6.96,0.001454838804186875
140,7.01,0.0012962163515296834
141,7.06,0.0008900009106731326
142,7.11,0.0006496408420526938
143,7.16,0.0011617032859830506
144,7.21,0.0013975390880924645
145,7.26,0.0009039157608267133
146,7.31,0.0013342863174441335
147,7.36,0.0007858680147076834
148,7.41,0.0004520366097449094
149,7.46,0.0009243714895261718
150,7.51,0.0008598097853010729
151,7.56,0.00028174557329358266
152,7.61,0.0013148879050573902
153,7.66,0.0010294952741794353
154,7.71,0.0007714309311764771
155,7.76,0.0006988121143396929
156,7.81,0.0007535057452148976
157,7.86,0.0004452386796408117
158,7.91,0.0005955661117913289
159,7.96,0.00038141237816102916
160,8.01,0.00044453719556567336
161,8.06,0.00021821741967034846
162,8.11,0.0004593785652610398
163,8.16,0.000977562011893437
164,8.21,0.0003888969201454337
165,8.26,0.0005721185672415438
166,8.31,0.00031784364846752425
167,8.36,0.00013804164938981158
168,8.41,0.0002633250059172987
169,8.46,0.00020216352521728586
170,8.51,0.0003885806587044466
171,8.56,0.0002545324905602971
172,8.61,0.0001271374593870097
173,8.66,0.0002542749187740194
174,8.71,0.00013153929363340564
175,8.76,0.0002542749187740194
176,8.81,0.0003273774066396798
177,8.86,0.0001271374593870097
178,8.91,0.00031784364846752425
179,8.96,0.00042226186993829
180,9.01,0.00044453719556567336
181,9.06,0.0002880689086609049
182,9.11,0.00014398788695833673
