,filename,mean_difference
0,0.0,0.47283383367839893
1,0.5,0.44347496118012425
2,1.0,0.4462976147342995
3,1.5,0.40000877760524495
4,2.0,0.3674701733954452
5,2.5,0.3248742883022775
6,3.0,0.30482446946169783
7,3.5,0.24830680641821945
8,4.0,0.2224187370600414
9,4.5,0.18259472049689443
10,5.0,0.14425776397515527
11,5.5,0.1187360248447205
12,6.0,0.05645341614906831
13,6.5,0.05357142857142857
14,7.0,0.023565217391304346
15,7.5,0.017391304347826087
16,8.0,0.034782608695652174
17,8.5,0.016
18,9.0,0.0
19,9.5,0.0
