,filename,mean_difference,dkl
0,0.01,,3.804119861402456
1,0.01,,4.225541784496575
2,0.01,,3.643818102580975
3,0.01,,4.440474925444424
4,0.01,,3.4146831202267696
5,0.01,,6.495887887798187
6,0.01,,6.028295727896712
7,0.01,,2.762685762582519
8,0.01,,3.37506806610165
9,0.01,,3.9167010443282493
10,0.01,,3.8405500903829055
11,0.01,,3.6716589236308916
12,0.01,,5.265911439428542
13,0.01,,4.819556389715106
14,0.01,,3.2096858462073974
15,0.01,,3.9897004008483794
16,0.01,,3.318348299105421
17,0.01,,2.7984879622495575
18,0.01,,3.7297572288881655
19,0.01,,3.543600990035349
20,0.01,,3.0060432359944658
21,0.01,,6.379529237665132
22,0.01,,4.263546381908223
23,0.01,,2.5605742303465875
24,0.01,,3.179370623224198
25,0.01,,6.145654301664513
26,0.01,,2.949330993700496
27,0.01,,3.42534327210675
28,0.01,,3.8723194793704114
29,0.01,,6.463715095126119
30,0.01,,3.7313458571730376
31,0.01,,3.964804261015127
32,0.01,,5.959553840645388
33,0.01,,2.2534008893973363
34,0.01,,3.7993842635606607
35,0.01,,6.940685411838553
36,0.01,,4.349600039255964
37,0.01,,4.276651470974799
38,0.01,,7.462542004656285
39,0.01,,3.7476931627034396
40,0.01,,5.314197851074552
41,0.01,,3.6407256169671802
42,0.01,,3.2294511607713607
43,0.01,,3.630797247751338
44,0.01,,6.801281496006327
45,0.01,,5.828479061869826
46,0.01,,4.593224684226019
47,0.01,,3.1132743468420054
48,0.01,,6.889042130809731
49,0.01,,3.5027505101304657
50,0.01,,3.0798679391545964
51,0.01,,3.6683468745911503
52,0.01,,3.4165655496182312
53,0.01,,6.694027693141297
54,0.01,,4.390351556504396
55,0.01,,5.303275819118665
56,0.01,,3.217545349235744
57,0.01,,4.131476198666062
58,0.01,,3.717783415245319
59,0.01,,3.3505587772201406
60,0.01,,4.067804322854841
61,0.01,,4.244233903281776
62,0.01,,6.382706226205849
63,0.01,,3.915232039483104
64,0.01,,3.86404376569629
65,0.01,,5.604906265368939
66,0.01,,3.5036275084610446
67,0.01,,3.76793996189216
68,0.01,,3.264119602334622
69,0.01,,2.8288268996822765
70,0.01,,3.4911759208664703
71,0.01,,4.342483554865129
72,0.01,,4.032873476133824
73,0.01,,4.267306890557963
74,0.01,,4.235498728826148
75,0.01,,4.33231091186314
76,0.01,,4.411154768164025
77,0.01,,3.2883842872124394
78,0.01,,6.748883950419935
79,0.01,,3.8507007839078677
80,0.01,,4.313102877935502
81,0.01,,3.8547998878833516
82,0.01,,3.724998227753279
83,0.01,,4.262066201650497
84,0.01,,3.871138218525827
85,0.01,,2.924334933670059
86,0.01,,3.9572146217968864
87,0.01,,3.715765648349624
88,0.01,,3.219092421947914
89,0.01,,6.109297396740498
90,0.01,,4.003078163477594
91,0.01,,3.3794056347484545
92,0.01,,4.638063027971026
93,0.01,,3.7974521386887625
94,0.01,,3.8738323155784706
95,0.01,,3.93888165125138
96,0.01,,6.1547572136001385
