Not Hispanic - White alone,Not Hispanic - Black or African American alone,Not Hispanic - American Indian and Alaska Native alone,Not Hispanic - Asian alone,Not Hispanic - Native Hawaiian and Other Pacific Islander alone,Not Hispanic - Some Other Race alone,Not Hispanic - Two races including Some other race,"Not Hispanic - Two races excluding Some other race, and three or more races",Hispanic - White alone,Hispanic - Black or African American alone,Hispanic - American Indian and Alaska Native alone,Hispanic - Asian alone,Hispanic - Native Hawaiian and Other Pacific Islander alone,Hispanic - Some Other Race alone,Hispanic - Two races including Some other race,"Hispanic - Two races excluding Some other race, and three or more races"
0.401562017,0.797979798,0.939491586,1,1,0.036639292,0.088235294,0.734072022,0.598437983,0.202020202,0.060508414,0,0,0.963360708,0.911764706,0.265927978
