,filename,mean_difference
0,0.0,0.6623809523809524
1,0.5,0.6393479437229437
2,1.0,0.6294669913419912
3,1.5,0.6288082725582727
4,2.0,0.6182819264069264
5,2.5,0.5877895752895754
6,3.0,0.5568854568854569
7,3.5,0.5126769626769627
8,4.0,0.46901515151515155
9,4.5,0.44193181818181826
10,5.0,0.3936201298701297
11,5.5,0.37075216450216464
12,6.0,0.29946428571428574
13,6.5,0.33964285714285714
14,7.0,0.2830357142857143
15,7.5,0.20964285714285716
16,8.0,0.29482142857142857
17,8.5,0.23750000000000004
18,9.0,0.225
19,9.5,0.13142857142857145
